id,testGroup,storeLocType,storeAge,pop5mi,comp5mi,sumPre4_5,sumPost4_5,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52
432,Control,Urban - Standalone,25,145000,7,421383,1185187,30738.8,27715.8,24482.6,25640.6,31828,32963.4,26474.4,27148.2,35185.8,31288.2,35507.6,31365.4,35604.2,25440,29715,27680,34456,37456,29478,30966,30490,24571,26100,31626,25238,37464,28417,30680,23782,30320,25512,31925,33151,27980,27115,24459,25394,26627,26778,29376,27079,37131,26188,26129,33752,29423,35106,37015,28601,36719,40915,44933
433,Control,Suburban - Standalone,17,290000,50,443266.4,1269395,25926,33709,29143,36135,25659.4,44165.2,28302.6,38185,38600.4,26255.6,30040.2,32927.4,26374.6,27843,31423,32796,28754,28939,35340,31706,29459,24943,31414,30297,30051,35792,32114,24766,29583,33345,28237,27521,35380,28931,29793,28446,29271,35656,35137,37049,35495,28147,27429,29693,37309,29943,47589,28195,30304,44006,53418,43881
434,Control,Suburban - Standalone,36,464000,12,534801.8,1597320,40896.2,32535.6,33796.6,36867.6,37444.4,41515.8,43634.6,41698.2,33861,37699.6,39967.4,41721.8,34263,38900,37482,30038,30477,47179,29616,32806,38015,34042,42982,40442,36175,45719,31941,40781,39547,39762,43355,40385,36884,31611,42089,43018,43925,40862,43341,36436,45079,45084,46944,39675,43967,41137,56235,32229,50139,67703,48679,42639
435,Control,Suburban - Standalone,2,10000,58,270100,784814,18974.6,17535.4,16078,21058.4,20693.8,19469,22638,21023,20024.6,18020.2,16730,19335,19574,18946,20794,17229,21466,23785,16189,16138,18858,17593,20160,15974,18453,17331,15917,14850,20586,17554,16349,18520,18158,16803,21613,17048,19298,20152,21736,18520,21991,22524,20773,20605,22663,19400,25611,18031,23490,31369,35076,23261
436,8A,Suburban - Strip Mall,27,262000,6,274438.8,775513,20124,21916.4,18961.2,19245.6,19270.8,27718,15944.4,21669.2,15973,15768.8,20514,16707.8,21852.6,18773,16547,16386,19256,17732,17919,20577,18094,17242,21984,19319,16196,19786,16225,17403,16036,14791,15208,16299,20553,18408,20857,19702,21482,18481,17955,16000,21937,22536,17132,22498,20006,21246,24722,20956,24348,29893,32939,28089
437,8B,Suburban - Standalone,27,265000,14,178519.8,500532,10078.6,13066.4,11618.2,11185.4,10666.4,16444.4,11173.4,14915.6,13009.8,14431.6,10699,16491.4,11513.6,13226,10511,11825,11437,14645,10639,12202,9956,10598,10582,10979,12685,11796,11868,10578,10003,9661,12621,11213,11898,11113,13121,11972,14318,12524,12955,14038,12554,12159,13557,14017,15258,15459,14861,13883,13493,20671,18261,17395
438,Control,Urban - Standalone,26,236000,11,289784.4,822169,17096.8,19686,19257.6,21938.8,21090.4,27502.8,17703.2,20070.6,19973,24384.4,20138,21587.4,18083.4,21272,19372,22634,21130,25101,20857,15542,16553,19824,16472,15275,18726,23249,21181,22390,19296,15623,16816,21672,19467,17754,21551,16539,23036,21462,21720,18489,23760,16853,22716,23630,21947,22139,25490,23395,22969,32746,25836,27685
439,Control,Urban - Strip Mall,30,196000,82,308843,866263,22023.2,23512.2,21811,21159.2,22082.2,24520.8,19873,23011.6,23669.6,18153.6,25176.8,22884,21956.8,19009,16695,20156,22327,24778,19730,18001,18423,16034,19691,19007,19192,25447,19940,19890,23521,22382,21662,20985,22088,19078,18701,20777,22613,17285,25655,24478,24257,25190,17742,22131,25669,24219,33031,25300,25204,28452,31215,26308
440,7B,Urban - Strip Mall,19,28000,3,479580,1368030,29836.2,33396.8,26986.8,35682.6,28826.6,43865.2,36945.4,36887,31904,38572.8,36977.4,42658.6,30581.6,26459,27205,37745,32107,37284,35452,29990,33742,33073,37366,33473,31337,33965,33155,28428,37241,33822,33069,28768,32030,30166,29927,30844,31481,36199,27467,38980,33987,28391,31462,34754,40680,45241,48134,30024,41128,51691,54281,47482
441,Control,Rural - Standalone,12,351000,11,311841.2,888480,19585.2,25247.2,22719,25656.6,17088,22541,25428.4,19025.8,18626,22166,21803.6,26398.4,24886,20670,17607,20946,23692,20082,21052,19525,21938,22504,20066,19647,22732,24544,17900,21494,19873,23970,20066,22022,23949,24928,18154,23193,25334,19500,23226,22866,22483,18738,23421,19107,23913,20670,32872,25578,26115,36020,28553,29530
442,Control,Rural - Standalone,27,4000,36,350343.2,972211,24083,24475,17798.2,28321.8,22392.6,27590.2,27793.6,21294.6,27673.6,27837.6,21947,29893.2,28188.8,21054,23985,18875,19474,21141,21444,25302,23206,20084,23412,24586,25393,24007,24400,23505,25942,25642,23391,27501,24349,28058,22523,23490,25318,24187,28246,20774,26489,24791,26866,22867,21803,29975,29692,21172,33003,32946,34476,28842
443,Control,Urban - Strip Mall,31,377000,9,469932.4,1372984,25053.2,28249.6,33891.6,32589.4,26691.6,41693.2,33772.6,30870.8,35627.2,35513.8,40046.4,40722,32327,32884,27459,36124,36235,33746,28795,34256,36890,29426,36733,33190,35030,31101,29095,30276,30059,27474,34101,31312,31614,35206,28758,34499,28483,27341,41184,30916,37438,34060,41891,38497,42768,32630,47524,36398,44375,46917,59665,38634
444,Control,Urban - Standalone,29,71000,18,410194,1197426,28045,32960.6,25728.2,26857.6,24350,38277.6,35922.2,27002.6,30639.6,25778.6,28664,27089.4,34038.6,24840,34370,31247,24891,31444,31260,29312,25480,26625,27719,23109,25110,31741,23056,30426,25343,33759,25173,27413,29030,27116,31139,34909,26877,26100,34712,25124,28576,35723,26973,34170,26572,39058,44517,34274,38345,41795,48045,32053
445,Control,Urban - Strip Mall,34,23000,56,270830.2,819876,15506.2,20030.4,20714.8,19390,19017.6,22043,19678.4,22344.4,18907.2,16581.2,23451.6,20372.6,17620.8,15172,21658,17620,20748,21932,18708,20450,20820,15930,17480,16829,19530,22518,16380,21615,20942,17735,22269,20572,21325,16568,16970,20468,18146,20664,23227,16997,23573,22842,21713,23504,24591,23573,22359,22631,21586,34184,27477,28570
446,Control,Suburban - Strip Mall,29,17000,0,418157.8,1225133,31174.2,25387,23656,36152.6,28633.4,37770,26740.4,28288,31876.6,32148,30014.8,35063,25589.8,25664,26117,26191,25288,29180,22838,23510,27786,23992,25732,29606,24854,30630,27847,28022,29396,33335,32901,26055,29122,34221,30979,31328,24703,27104,35011,26308,26768,37539,37303,34211,32391,34456,49601,28018,33934,50935,56200,46057
447,Control,Suburban - Standalone,36,213000,10,253825.6,765326,17064.4,18287.6,16494.2,21207.8,15367.4,22920.8,17778.4,16105,17262.8,22769.6,17520,18205,15624.6,17218,14805,19243,15180,21629,17232,18746,18532,18996,15584,17071,15068,17371,16193,19687,20969,19555,16352,15042,19424,18932,17595,19139,21586,20508,17882,21136,21784,19777,23530,22563,22965,18703,24201,18806,19114,31485,24945,26778
448,7B,Suburban - Strip Mall,7,55000,2,458858.8,1406812,26313.8,33038.2,25356,37391,33497.8,33348.2,36910.4,37326,27355,40373.8,33852.8,29906.8,27610,36579,33032,28750,37489,41260,36162,33453,26785,28786,34743,32561,24874,33337,26778,27002,27024,35870,30075,28398,29022,40051,40081,35963,34560,29871,37298,40566,40396,36884,40410,35851,38327,43974,51050,36414,36877,51395,56857,48007
449,Control,Urban - Standalone,14,52000,2,305483,894440,17680.2,18200.4,18007.4,25456.8,19899.6,23998,25405.4,21973,24285.6,23993.8,26635.6,21050.4,19785.8,19111,18970,21639,20447,26325,21173,17622,19776,23708,18119,23121,17755,22392,17776,22305,18823,18556,17371,17848,24433,24752,26844,24054,23689,23040,25188,18380,18944,20937,25697,22173,21431,29456,34636,25273,28791,30442,31076,32367
450,7B,Metropolitan - Strip Mall,25,442000,11,245798.6,688339,17451.8,16163.8,13828.6,20831.2,17513.4,22671,16123.2,15241.8,17867.2,16723.4,21730.2,18944.2,16818.8,13890,14087,15809,16439,15377,18853,14495,16411,13208,18683,17735,13019,20284,16467,16284,15842,13944,14438,15379,18994,19616,16761,16668,17090,20183,20513,15798,19874,15669,20533,17000,20722,16008,28307,19381,21120,21765,21985,19708
451,Control,Urban - Strip Mall,36,70000,4,199943.8,545699,14807.4,11665.4,11397.2,13712.8,12980,14063.8,11670.8,15532.8,13021.8,16585.4,17268,16428.8,16749.6,14060,10743,13346,11022,16745,10460,12141,12343,10851,16083,14517,11310,12166,13321,11787,11700,13030,13646,13681,11068,12941,16399,14448,12777,11626,12667,15489,12988,14049,13272,14893,12570,18030,18973,17428,14380,19215,22528,17006
452,Control,Urban - Standalone,5,345000,14,347177.8,965473,25677.4,26578.6,23390.8,23963,27307.4,31805.6,27433.8,25628.2,20927.4,23808.8,23941.6,23593.4,24933.8,18188,18200,19392,22865,20411,25064,22895,21147,23809,26959,24755,24800,25728,26364,23125,24455,21397,23590,24855,27625,22434,24148,27113,22497,20945,20314,23807,21470,25219,26197,23448,22414,26274,33846,25105,25915,40062,35947,32694
453,Control,Suburban - Strip Mall,25,96000,11,423778.2,1153979,32247.8,32065.4,27524.4,30546.8,23590.2,38163.8,26413.2,35192,31800.6,31138.8,24878.4,26966.6,31441.2,31809,24396,29834,25691,33694,27678,30206,27508,21995,32946,24618,22504,31332,30145,29615,29114,28400,24884,23334,31602,32670,26001,34516,28882,33461,27149,24232,33044,28920,29239,31761,27519,29879,36180,24637,28534,34800,43175,38075
454,7B,Suburban - Standalone,40,18000,16,307107.8,854636,22324.8,22200.4,16821.4,26455.8,21050.4,26487.8,18497.2,18819.8,20965.6,25020.8,25243.2,24860,17645.6,20715,20538,22580,22988,26465,20815,23256,20436,17440,19668,21123,20713,18278,23278,19603,21221,17854,18252,20749,16868,19554,19076,16594,21691,22074,21862,17278,25517,22001,18465,25825,24642,27018,23095,21835,28670,31932,26650,28017
455,8B,Rural - Standalone,30,13000,11,133715,363464,8246.2,9139.8,7373.4,10927.2,10558.8,9296.8,11269.4,10971.8,9870,10114,9465.6,9664,8073,8745,8078,9332,7457,9884,10088,9208,8153,7756,8384,9128,6860,8947,7302,7708,8922,9351,7850,10182,8103,9603,10549,9188,8908,7642,9676,8181,11052,9695,8024,8256,8617,12469,10200,9236,12714,13565,14108,10343
456,Control,Suburban - Standalone,33,93000,18,228889.2,686657,14979.8,17991,12849,14391.2,16094,23221,14046.8,13941.8,18020,16849,15883.8,15843,20121.8,14657,17910,16476,18447,16087,15450,19511,18031,15515,18025,14133,13522,17494,14080,17502,15617,15717,19515,17689,13667,19623,17845,17274,18488,17253,17729,14652,14212,14767,15203,18987,15195,17232,23722,17951,20294,27015,24071,26099
457,Control,Urban - Standalone,23,184000,7,244141.8,677742,16565.4,13638.8,14150.8,15644.6,16957,22761.8,19768.8,14546.8,17779.2,15453.6,18916.8,20502.8,19059.4,18396,15258,16180,17285,16649,12553,16146,16261,12717,15447,17329,16423,14615,17314,16054,18280,14312,13271,16900,19596,16339,16098,14529,15393,16904,19299,19019,16732,18702,13944,16077,16180,22946,20924,16468,16062,28817,28421,23902
458,Control,Urban - Strip Mall,7,5000,14,232317.2,631862,16723,17754.8,16023.8,15609.8,17350.4,15855.4,18690,15454.2,14052.6,16767,17109,16007.6,17915.6,17004,12799,12997,13640,17019,16909,14879,13474,15646,13120,13137,13209,14225,15483,17663,17230,14936,15134,13832,16907,18277,14739,15011,14713,18506,19165,15433,13787,14580,16269,13515,15098,15317,20177,19525,15632,24712,24707,23456
459,7B,Suburban - Standalone,32,18000,38,109452.8,308999,8293.4,6916.2,8254.6,6801.6,8398,10035,6590.2,8265.8,8168.8,7853.8,8032.2,8521.2,6546,6776,6196,6150,7642,8401,5701,7323,5730,7313,8598,6041,7137,9441,6760,8224,7614,8560,6086,6739,6506,6911,9271,9042,6299,7751,8005,6711,7344,7233,8405,6528,9343,10466,12107,6819,8190,11321,14063,10252
460,7A,Suburban - Standalone,10,17000,51,312422.8,877752,16409.2,18525.6,20665.2,25450.8,19323.8,28606.2,23083.6,21963.2,26849,21619.6,25702.8,24543.2,18913.6,20767,23300,24385,19054,25625,20730,19177,21916,19286,22644,20357,17179,23210,16554,23006,20917,18122,19222,17211,22900,22184,18639,20792,25316,18157,18614,22247,23029,21503,25039,22964,25555,29481,27069,23375,28305,30266,31323,28332
461,Control,Suburban - Standalone,9,28000,38,269132,787526,16455.4,17131.8,21098.6,19590.6,18899.2,20574.4,18402,21045,19672,18130.8,18233.6,18060,20948.6,20890,16224,17976,17706,25003,16981,18879,14764,14862,20755,19067,21034,17787,16340,20897,16713,17309,22572,16727,21564,17018,20118,15870,19211,23105,24052,18030,20884,17456,18979,16485,19179,18971,30558,18366,23037,34049,35154,22954
462,Control,Urban - Strip Mall,30,5000,1,405138.4,1168431,26637.4,22373.6,29860,35156.2,25534.2,31176.6,26026.2,26371.4,32611.2,31316,34945,25868.6,27258,30004,29573,28258,24654,36111,24767,27845,29751,28601,34100,30442,28527,24633,24088,25088,26301,31281,27418,26693,33129,25604,26021,31183,29096,31954,30416,32241,31954,26044,24827,32948,28821,26762,43173,31338,32164,34206,46689,31726
463,Control,Suburban - Strip Mall,17,416000,96,254645,725041,13659.8,20297.8,14161.8,14876,15585.8,20165.8,17767,17935.4,21402.4,18869.4,19173,21837.8,19307,19606,16383,14381,19385,19820,18047,14923,15804,17466,20650,13636,18794,15525,17579,14689,15922,18302,20632,20652,14095,17545,19986,19939,15185,17411,18817,15430,16215,18307,20544,17530,18135,21917,22342,20096,24767,28546,27642,18396
464,Control,Metropolitan - Standalone,25,17000,65,319799.4,912213,24667.6,24052.8,19293.8,26471,20376.2,27546,20395.6,18914,19320.6,23702,24025,23418.8,22832,24784,19005,22431,19603,28241,21729,17839,21202,17671,19089,21696,21068,25156,17702,17998,17530,21096,26863,19918,18979,27307,20851,23984,20464,24475,24465,24995,22050,19379,21199,19728,23769,27624,33274,28395,23836,35487,39999,31332
465,Control,Rural - Strip Mall,11,46000,2,364465.4,1076584,20057.6,26784.8,22190.4,32588.2,25183.6,37467.8,27970.2,22162.4,24417.4,21927.8,24887.8,26455.8,26185.6,26186,22418,30600,27893,26652,27598,23488,27588,22154,31961,23263,24142,26320,20963,20807,24924,28436,27897,24125,22457,22562,26180,24236,28889,25905,31815,31025,24007,28614,26276,28680,28851,26856,33036,24147,35769,40344,47718,31802
466,7B,Suburban - Strip Mall,13,376000,28,322201.6,927934,21356,21392.4,23281,19354,18386.4,32626,26329.8,21561.6,26577,20646.8,21689,25773.4,21247.2,21981,21513,23067,22381,22643,20533,23911,24457,21745,26234,19781,19509,20108,19704,24873,22003,17313,18262,26062,20754,19938,25862,21546,25834,20037,25450,26488,21496,23477,18975,27643,20011,27525,28692,26778,27826,36814,33826,32882
467,Control,Suburban - Standalone,7,38000,4,388538.8,1142074,21180.6,23760.6,26290,26719.8,29677,37190.6,30049,27804.6,25237.6,24468,24223.6,31338.4,31852,28747,27758,31159,24867,30220,24590,22211,29793,23070,30273,25302,21141,33484,24547,24575,23329,27925,31939,22777,32411,28658,24907,30387,27426,31038,31917,26224,27958,24135,28168,33553,32273,36260,40164,27141,37785,38074,46546,29342
468,7A,Urban - Standalone,18,33000,4,389841.8,1048466,28119,26711.8,19577,31515.2,29501.4,33955.8,28470.2,27993.4,23142.2,30935.2,27204.2,30067,25190.4,27459,20307,23333,23851,25921,22036,26854,27686,24745,22878,24886,20804,28251,25154,27294,23253,27465,25247,27720,23417,30406,26488,28106,29176,29715,24396,22311,24409,29718,23006,28644,27240,26352,29111,29455,23546,40401,47082,30343
469,Control,Urban - Standalone,24,484000,74,320684,862347,20822.6,25116.6,17744.4,25212,18483.6,31227.8,22618.2,19215.6,24212.4,22514.2,24405.2,22003.2,26038.2,21070,17582,25134,17895,19101,22140,22282,21305,17472,26273,18320,22625,22507,20280,16679,18024,18104,19552,20499,19187,24905,23453,22899,18947,20201,19499,20453,23887,25067,23674,25390,24222,20469,28904,20442,21068,36105,28918,27813
470,Control,Urban - Standalone,11,418000,96,460744.2,1270714,29804.2,34806.4,28882,36651.6,30395.2,37414.2,29999,36296,29799.8,32625,38807.4,41155,27289.4,26819,28230,33594,27173,28938,30453,26984,31736,29501,26682,24088,31760,35859,35134,28469,27333,30835,29697,25360,35071,29676,37251,29400,31139,36029,29517,34307,32468,35574,32657,33283,38649,39083,48260,29535,34441,43701,43959,38069
471,8B,Suburban - Standalone,33,9000,1,422971,1167001,26279.8,27580.4,24072.2,29597.2,33524,40609.2,26140.2,33432.6,24520.2,32557,30501,35283.6,28586.6,30287,32295,30937,28177,25193,23681,31875,24796,29868,29100,22562,23550,35489,24160,28036,30494,26750,26328,31810,25226,26379,25802,32371,31784,24655,24767,27065,25024,29723,28495,31717,30999,40045,45283,29642,40039,38515,40030,34052
472,8B,Urban - Standalone,14,18000,1,375217,1069468,27297.4,29245.6,21282.8,32338.4,21635,31060.8,29470.2,23462.2,29593.4,30884.2,27635.4,22970.4,26279.2,22062,27523,23338,28188,28002,22104,24268,24988,24789,22778,25550,27061,29573,22753,24336,22218,24207,28148,25266,27301,29464,23412,23844,26822,29947,31668,23233,30918,26306,27589,24825,32859,30991,41663,24896,30679,34842,43758,27299
473,7A,Urban - Standalone,24,321000,11,397003.2,1079144,25678.4,30429,24865.4,32639.6,27709.6,29229.8,25718.6,30899,33401.2,29750.8,27322,27191.8,27332,24836,24844,22053,28382,30487,23250,27149,22037,28601,26535,23635,25544,25283,26117,20337,25212,27026,27675,31017,21378,24050,29113,26112,23023,25303,32578,27735,23717,32907,32920,31824,27557,27548,32397,28270,33071,38634,35262,35725
474,Control,Suburban - Strip Mall,40,242000,38,303950.2,882092,20058,18199.6,16401,18428.8,23997.8,25049.8,25839.2,22751,20480,23784.6,21358.4,25782.4,24400.6,17419,17626,24657,24598,18485,19372,19734,21884,23299,25434,17642,20954,23632,21475,21589,17924,23242,20930,21400,22935,24514,20936,18609,24323,19924,21603,25453,22598,18840,18578,23610,21023,29561,30943,23952,25133,28942,33081,26238
475,8B,Urban - Strip Mall,16,209000,76,434659.4,1196023,25831.2,26680.2,33588.6,32771.4,26426,32068.4,32454.8,32589,35830,27955.8,31184.6,36720.4,26978,33581,29265,33552,33066,33774,24381,27367,25547,22270,32662,25976,24459,27092,25885,26521,28109,28669,31210,23567,24539,32567,32657,35029,25637,27380,30715,30834,27733,24817,30446,25807,34896,37466,39288,30186,41010,40751,51092,36220
476,Control,Metropolitan - Standalone,22,43000,7,418281.8,1274741,31753.6,25447.4,27999.6,29273.4,28378,34169.6,26541,27281,36991,29435.4,35443.6,31812.6,28860.6,24895,34937,29520,32371,38122,23903,31646,30577,26060,34716,27542,32701,32667,30695,28247,31534,27709,33300,35008,25353,34053,33794,32802,27123,33146,36734,25741,25809,35974,30308,35727,29477,35936,49865,31995,36255,40599,51283,36617
477,7A,Metropolitan - Standalone,40,8000,15,431403.6,1248078,33077.8,28479.6,27334.2,32161.2,25395.6,39711,36467.8,32671.8,27257.4,28665.4,35683.6,28317.2,31118,25063,25943,28234,24737,37116,31654,30974,23747,32049,31538,31363,31398,33796,30435,23581,26829,28073,34084,32278,25487,25616,31977,26575,34503,34152,36247,33304,24720,29659,35135,33706,33581,29919,43592,33115,30592,51559,55024,36723
478,7A,Suburban - Standalone,35,78000,3,411269.8,1195562,26878.4,26116.6,31053.6,25572.2,24456.6,33114.6,33326.2,33228.2,25806,33177,32971,35014.2,24717.2,25838,25871,25997,24285,36182,28834,32091,25104,29594,28636,21319,25769,35636,27832,25458,23145,28944,30203,26099,31315,24555,33065,33758,27530,27246,27694,28971,28030,27228,30930,35729,34394,34598,47095,36391,30003,50695,38270,41228
479,Control,Urban - Strip Mall,29,24000,3,260439.8,759091,15114.2,15751.6,14660.4,21643.6,19927,22994.2,19551.4,15615.2,16362,20503.2,23697,16826.6,17164.4,20629,15475,17173,14699,20532,17363,21872,18866,21357,17409,19602,20361,21566,20045,16317,16579,17158,16983,19750,20572,22407,17545,22841,16409,17525,17046,18373,16048,21212,16803,16403,22820,21018,26405,16454,23078,24096,24482,23818
480,Control,Urban - Standalone,38,278000,102,152365.2,450566,9595.2,9692.6,8845.2,12628.6,12299.6,12607.2,11850.6,13039,8943.8,10844.4,11975,10675.2,10652.8,8716,10572,11719,9241,13239,8272,8824,11550,11529,11749,8985,8613,9507,12133,11044,9052,10400,8688,9810,12662,13063,11857,11665,8955,11824,12979,13619,13143,9747,13625,11186,12221,14248,12268,12698,10885,17468,18868,13942
481,Control,Metropolitan - Standalone,16,256000,31,193388.2,573580,12289,13410.2,14214.2,16555.6,11909.4,17319,14448,11258.6,13778,14585.2,14854.2,12146.4,15868.4,10752,11371,15472,11122,17233,13462,11914,13654,15418,15343,14219,14022,17263,12949,12507,15003,13436,14144,14864,13409,11412,16647,12736,13642,11526,14091,15189,14499,16217,12381,12175,15774,17637,20458,12579,17851,23001,22213,15995
